datestamp,type,type - dcmi recommendation,format,format - mediatype,format - subtype,subject,title,date,identifier,source,rights,record - header - setSpec,record id
2018-08-20T09:01:49Z,Source,Text,image/jpeg,image,jpeg,WorldViews,The Time of the World Wars,2006-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=FR_2006_CheungEtAl_HistoireGeographie_57,"-: The Time of the World Wars, Paris: - 2006.",Open Access,WorldViews,FR_2006_CheungEtAl_HistoireGeographie_57_fre
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-14T15:46:18Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die Erforscher,1989-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=CM_1989_FomenkyEtAl_HistoireDuCameroun_52,"-: ""Die Erforscher"", Yaoundé: - 1989.",Open Access,WorldViews,CM_1989_FomenkyEtAl_HistoireDuCameroun_52_ger
,Text,,application/pdf,application,pdf,,,,,,,,
2018-08-14T15:46:18Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die Erforscher,1989-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=CM_1989_FomenkyEtAl_HistoireDuCameroun_52,"-: ""Die Erforscher"", Yaoundé: - 1989.",Open Access,WorldViews,CM_1989_FomenkyEtAl_HistoireDuCameroun_52_eng
,Text,,application/pdf,application,pdf,,,,,,,,
2018-08-14T15:46:18Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die Erforscher,1989-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=CM_1989_FomenkyEtAl_HistoireDuCameroun_52,"-: ""Die Erforscher"", Yaoundé: - 1989.",Open Access,WorldViews,CM_1989_FomenkyEtAl_HistoireDuCameroun_52_fre
,Text,,application/pdf,application,pdf,,,,,,,,
2018-08-13T14:06:59Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Migration im 3. Jahrtausend v. Chr.,1972-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=ID_1972_Darmono_GeografiIndonesiaIlmuBumiIndonesia_36_38,"-: Migration im 3. Jahrtausend v. Chr., Medan: - 1972.",Open Access,WorldViews,ID_1972_Darmono_GeografiIndonesiaIlmuBumiIndonesia_36_38_ger
,Text,,application/pdf,application,pdf,,,,,,,,
2018-08-13T14:06:59Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Migration im 3. Jahrtausend v. Chr.,1972-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=ID_1972_Darmono_GeografiIndonesiaIlmuBumiIndonesia_36_38,"-: Migration im 3. Jahrtausend v. Chr., Medan: - 1972.",Open Access,WorldViews,ID_1972_Darmono_GeografiIndonesiaIlmuBumiIndonesia_36_38_eng
,Text,,application/pdf,application,pdf,,,,,,,,
2018-08-13T14:06:59Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Migration im 3. Jahrtausend v. Chr.,1972-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=ID_1972_Darmono_GeografiIndonesiaIlmuBumiIndonesia_36_38,"-: Migration im 3. Jahrtausend v. Chr., Medan: - 1972.",Open Access,WorldViews,ID_1972_Darmono_GeografiIndonesiaIlmuBumiIndonesia_36_38_ind
,Text,,application/pdf,application,pdf,,,,,,,,
2018-08-14T14:19:39Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Bevölkerungsplanung und -kontrolle in Japan,1988-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=SG_1988_SongEtAl_SecondarySchoolGeography_284,"-: ""Bevölkerungsplanung und  -kontrolle in Japan"", Singapur: - 1988 [1985].",Open Access,WorldViews,SG_1988_SongEtAl_SecondarySchoolGeography_284_ger
,Text,,application/pdf,application,pdf,,,1985-01-01T00:00:00Z,,,,,
2018-08-14T14:19:39Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Bevölkerungsplanung und -kontrolle in Japan,1988-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=SG_1988_SongEtAl_SecondarySchoolGeography_284,"-: ""Bevölkerungsplanung und  -kontrolle in Japan"", Singapur: - 1988 [1985].",Open Access,WorldViews,SG_1988_SongEtAl_SecondarySchoolGeography_284_eng
,Text,,application/pdf,application,pdf,,,1985-01-01T00:00:00Z,,,,,
2018-09-14T17:14:08Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Population Planning and Control in Singapore,1988-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=SG_1988_SongEtAl_SecondarySchoolGeography_282__284,"-: ""Population Planning and Control in Singapore"", Singapore: - 1988 [1985].",Open Access,WorldViews,SG_1988_SongEtAl_SecondarySchoolGeography_282__284_ger
,Text,,application/pdf,application,pdf,,,1985-01-01T00:00:00Z,,,,,
2018-09-14T17:14:08Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Population Planning and Control in Singapore,1988-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=SG_1988_SongEtAl_SecondarySchoolGeography_282__284,"-: ""Population Planning and Control in Singapore"", Singapore: - 1988 [1985].",Open Access,WorldViews,SG_1988_SongEtAl_SecondarySchoolGeography_282__284_eng
,Text,,application/pdf,application,pdf,,,1985-01-01T00:00:00Z,,,,,
2018-10-09T15:16:36Z,Source,Text,image/jpeg,image,jpeg,WorldViews,"Churchill, Rede Zürich (19. September 1946)",1976-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1976_TenbrockEtal_GeschichtlGrundlagen_401_402,"-: ""Churchill, Rede Zürich (19. September 1946)"", Paderborn: - 1976.",Open Access,WorldViews,DE_1976_TenbrockEtal_GeschichtlGrundlagen_401_402_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-10-09T15:16:36Z,Source,Text,image/jpeg,image,jpeg,WorldViews,"Churchill, Rede Zürich (19. September 1946)",1976-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1976_TenbrockEtal_GeschichtlGrundlagen_401_402,"-: ""Churchill, Rede Zürich (19. September 1946)"", Paderborn: - 1976.",Open Access,WorldViews,DE_1976_TenbrockEtal_GeschichtlGrundlagen_401_402_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-14T13:46:22Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die Überlegenheit der Franken,2006-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_2006_BahrEtal_GriechAntikeFruehenNeuzeit_345,"-: ""Die Überlegenheit der Franken"", Braunschweig: - 2006.",Open Access,WorldViews,DE_2006_BahrEtal_GriechAntikeFruehenNeuzeit_345_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-14T13:46:22Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die Überlegenheit der Franken,2006-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_2006_BahrEtal_GriechAntikeFruehenNeuzeit_345,"-: ""Die Überlegenheit der Franken"", Braunschweig: - 2006.",Open Access,WorldViews,DE_2006_BahrEtal_GriechAntikeFruehenNeuzeit_345_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-14T14:13:10Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Nationale Identität und Europäische Identität,2006-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_FR_2006_LeQuintrecGeiss_HistoireGeschichte_165,"-: ""Nationale Identität und Europäische Identität"", Stuttgart: - 2006.",Open Access,WorldViews,DE_FR_2006_LeQuintrecGeiss_HistoireGeschichte_165_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-14T14:13:10Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Nationale Identität und Europäische Identität,2006-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_FR_2006_LeQuintrecGeiss_HistoireGeschichte_165,"-: ""Nationale Identität und Europäische Identität"", Stuttgart: - 2006.",Open Access,WorldViews,DE_FR_2006_LeQuintrecGeiss_HistoireGeschichte_165_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:24:39Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die Welt von 1848 und 1948,1948-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=FR_1948_MorazeWolff_NouveauCourseDHistoire_3_5,"-: Die Welt von 1848 und 1948, Paris: - 1948.",Open Access,WorldViews,FR_1948_MorazeWolff_NouveauCourseDHistoire_3_5_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:24:39Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die Welt von 1848 und 1948,1948-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=FR_1948_MorazeWolff_NouveauCourseDHistoire_3_5,"-: Die Welt von 1848 und 1948, Paris: - 1948.",Open Access,WorldViews,FR_1948_MorazeWolff_NouveauCourseDHistoire_3_5_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:24:39Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die Welt von 1848 und 1948,1948-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=FR_1948_MorazeWolff_NouveauCourseDHistoire_3_5,"-: Die Welt von 1848 und 1948, Paris: - 1948.",Open Access,WorldViews,FR_1948_MorazeWolff_NouveauCourseDHistoire_3_5_fre
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:24:34Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Europa der Heiligen Allianz,1914-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=FR_1914_Malet_XIXemeSiecle_5_6,"-: Europa der Heiligen Allianz, Paris: - 1914.",Open Access,WorldViews,FR_1914_Malet_XIXemeSiecle_5_6_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:24:34Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Europa der Heiligen Allianz,1914-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=FR_1914_Malet_XIXemeSiecle_5_6,"-: Europa der Heiligen Allianz, Paris: - 1914.",Open Access,WorldViews,FR_1914_Malet_XIXemeSiecle_5_6_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:24:34Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Europa der Heiligen Allianz,1914-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=FR_1914_Malet_XIXemeSiecle_5_6,"-: Europa der Heiligen Allianz, Paris: - 1914.",Open Access,WorldViews,FR_1914_Malet_XIXemeSiecle_5_6_fre
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:27:11Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Universal Monarchy of Otto III,1958-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=PL_1958_Chlapowski_HistoriaPowszechna_87,"-: Universal Monarchy of Otto III, Warsaw: - 1958.",Open Access,WorldViews,PL_1958_Chlapowski_HistoriaPowszechna_87_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:27:11Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Universal Monarchy of Otto III,1958-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=PL_1958_Chlapowski_HistoriaPowszechna_87,"-: Universal Monarchy of Otto III, Warsaw: - 1958.",Open Access,WorldViews,PL_1958_Chlapowski_HistoriaPowszechna_87_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:27:11Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Universal Monarchy of Otto III,1958-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=PL_1958_Chlapowski_HistoriaPowszechna_87,"-: Universal Monarchy of Otto III, Warsaw: - 1958.",Open Access,WorldViews,PL_1958_Chlapowski_HistoriaPowszechna_87_pol
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-10-15T09:48:49Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Kreuzzugsaufruf Papst Urbans II. an das europäische Rittertum (1095),1979-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=PL_1979_Dowiat_HistoriaDlaKlasy_402,"-: Kreuzzugsaufruf Papst Urbans II. an das europäische Rittertum (1095), Warschau: - 1979.",Open Access,WorldViews,PL_1979_Dowiat_HistoriaDlaKlasy_402_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-10-15T09:48:49Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Kreuzzugsaufruf Papst Urbans II. an das europäische Rittertum (1095),1979-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=PL_1979_Dowiat_HistoriaDlaKlasy_402,"-: Kreuzzugsaufruf Papst Urbans II. an das europäische Rittertum (1095), Warschau: - 1979.",Open Access,WorldViews,PL_1979_Dowiat_HistoriaDlaKlasy_402_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-10-15T09:48:49Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Kreuzzugsaufruf Papst Urbans II. an das europäische Rittertum (1095),1979-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=PL_1979_Dowiat_HistoriaDlaKlasy_402,"-: Kreuzzugsaufruf Papst Urbans II. an das europäische Rittertum (1095), Warschau: - 1979.",Open Access,WorldViews,PL_1979_Dowiat_HistoriaDlaKlasy_402_pol
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-10-15T10:15:48Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Pope Urban II's Appeal to European Knights for the Crusades (1095),2017-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2017_Herfordt_KreuzzugsaufrufPapstUrbans,"-: Pope Urban II's Appeal to European Knights for the Crusades (1095), -: - 2017.",Open Access,WorldViews,K_2017_Herfordt_KreuzzugsaufrufPapstUrbans_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-10-15T10:15:48Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Pope Urban II's Appeal to European Knights for the Crusades (1095),2017-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2017_Herfordt_KreuzzugsaufrufPapstUrbans,"-: Pope Urban II's Appeal to European Knights for the Crusades (1095), -: - 2017.",Open Access,WorldViews,K_2017_Herfordt_KreuzzugsaufrufPapstUrbans_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:22:08Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Hapsburgs European Rule,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2017_Herfordt_HabsburgsEuropaeischeHerrschaft,"-: Hapsburgs European Rule, -: - 2018.",Open Access,WorldViews,K_2017_Herfordt_HabsburgsEuropaeischeHerrschaft_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:22:08Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Hapsburgs European Rule,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2017_Herfordt_HabsburgsEuropaeischeHerrschaft,"-: Hapsburgs European Rule, -: - 2018.",Open Access,WorldViews,K_2017_Herfordt_HabsburgsEuropaeischeHerrschaft_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:26:37Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Habsburgs europäische Herrschaft,1913-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1913_Winter_LehrbuchDeutschBayrischGeschichte_163_164,"-: Habsburgs europäische Herrschaft, Munich: - 1913.",Open Access,WorldViews,DE_1913_Winter_LehrbuchDeutschBayrischGeschichte_163_164_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:26:37Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Habsburgs europäische Herrschaft,1913-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1913_Winter_LehrbuchDeutschBayrischGeschichte_163_164,"-: Habsburgs europäische Herrschaft, Munich: - 1913.",Open Access,WorldViews,DE_1913_Winter_LehrbuchDeutschBayrischGeschichte_163_164_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-14T15:48:11Z,Source,Text,image/jpeg,image,jpeg,WorldViews,German imperial Rule in Cameroon,2012-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=CM_2008_Batey_EffectiveModernHistoryForColleges_25__30_32__39_40,"-: ""German imperial Rule in Cameroon"", Bamenda: - 2012 [2008].",Open Access,WorldViews,CM_2008_Batey_EffectiveModernHistoryForColleges_25__30_32__39_40_ger
,Text,,application/pdf,application,pdf,EurViews,,2008-01-01T00:00:00Z,,,,EurViews,
2018-08-14T15:48:11Z,Source,Text,image/jpeg,image,jpeg,WorldViews,German imperial Rule in Cameroon,2012-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=CM_2008_Batey_EffectiveModernHistoryForColleges_25__30_32__39_40,"-: ""German imperial Rule in Cameroon"", Bamenda: - 2012 [2008].",Open Access,WorldViews,CM_2008_Batey_EffectiveModernHistoryForColleges_25__30_32__39_40_eng
,Text,,application/pdf,application,pdf,EurViews,,2008-01-01T00:00:00Z,,,,EurViews,
2018-08-15T15:22:50Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Immigration and Emigration,1918-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=AR_1918_Aparicio_GeografiaFisicaYEconomica_147-148,"-: ""Immigration and Emigration"", Buenos Aires F.D.: - 1918.",Open Access,WorldViews,AR_1918_Aparicio_GeografiaFisicaYEconomica_147-148_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-15T15:22:50Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Immigration and Emigration,1918-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=AR_1918_Aparicio_GeografiaFisicaYEconomica_147-148,"-: ""Immigration and Emigration"", Buenos Aires F.D.: - 1918.",Open Access,WorldViews,AR_1918_Aparicio_GeografiaFisicaYEconomica_147-148_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-15T15:22:50Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Immigration and Emigration,1918-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=AR_1918_Aparicio_GeografiaFisicaYEconomica_147-148,"-: ""Immigration and Emigration"", Buenos Aires F.D.: - 1918.",Open Access,WorldViews,AR_1918_Aparicio_GeografiaFisicaYEconomica_147-148_spa
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-14T15:00:40Z,Source,Text,image/jpeg,image,jpeg,WorldViews,The League of Nations,1934-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=AU_1934__anonym_AHistoryOfTheModernWorld_5__17,"-: ""The League of Nations"", Melbourne: - 1934.",Open Access,WorldViews,AU_1934__anonym_AHistoryOfTheModernWorld_5__17_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-14T15:00:40Z,Source,Text,image/jpeg,image,jpeg,WorldViews,The League of Nations,1934-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=AU_1934__anonym_AHistoryOfTheModernWorld_5__17,"-: ""The League of Nations"", Melbourne: - 1934.",Open Access,WorldViews,AU_1934__anonym_AHistoryOfTheModernWorld_5__17_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:25:13Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Panslawismus - Der erste Slawenkongress,1926-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=PL_1926_Nanke_OdPierwszegoRozbioruPolski_178,"-: Panslawismus - Der erste Slawenkongress, Lviv: - 1926.",Open Access,WorldViews,PL_1926_Nanke_OdPierwszegoRozbioruPolski_178_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:25:13Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Panslawismus - Der erste Slawenkongress,1926-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=PL_1926_Nanke_OdPierwszegoRozbioruPolski_178,"-: Panslawismus - Der erste Slawenkongress, Lviv: - 1926.",Open Access,WorldViews,PL_1926_Nanke_OdPierwszegoRozbioruPolski_178_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:25:13Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Panslawismus - Der erste Slawenkongress,1926-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=PL_1926_Nanke_OdPierwszegoRozbioruPolski_178,"-: Panslawismus - Der erste Slawenkongress, Lviv: - 1926.",Open Access,WorldViews,PL_1926_Nanke_OdPierwszegoRozbioruPolski_178_pol
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-01T14:34:26Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die Erneuerung des Kaisertums,1911-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1911_KienitzVonBorries_HauptereignisseRoemKaiserzeit_67_74,"-: ""Die Erneuerung des Kaisertums"", Breslau: - 1911.",Open Access,WorldViews,DE_1911_KienitzVonBorries_HauptereignisseRoemKaiserzeit_67_74_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-01T14:34:26Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die Erneuerung des Kaisertums,1911-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1911_KienitzVonBorries_HauptereignisseRoemKaiserzeit_67_74,"-: ""Die Erneuerung des Kaisertums"", Breslau: - 1911.",Open Access,WorldViews,DE_1911_KienitzVonBorries_HauptereignisseRoemKaiserzeit_67_74_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:20:55Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Karl der Große als nationales Gegenbild zu Europa,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2017_Herfordt_KarlDerGrosseAlsNatGegenbild,"-: Karl der Große als nationales Gegenbild zu Europa, -: - 2018.",Open Access,WorldViews,K_2017_Herfordt_KarlDerGrosseAlsNatGegenbild_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:20:55Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Karl der Große als nationales Gegenbild zu Europa,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2017_Herfordt_KarlDerGrosseAlsNatGegenbild,"-: Karl der Große als nationales Gegenbild zu Europa, -: - 2018.",Open Access,WorldViews,K_2017_Herfordt_KarlDerGrosseAlsNatGegenbild_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-14T15:00:30Z,Source,Text,image/jpeg,image,jpeg,WorldViews,The European Expansion,1987-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=FR_1987_BorneEtal_HistoireSeconde_320_321,"-: ""The European Expansion"", Paris: - 1987.",Open Access,WorldViews,FR_1987_BorneEtal_HistoireSeconde_320_321_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-14T15:00:30Z,Source,Text,image/jpeg,image,jpeg,WorldViews,The European Expansion,1987-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=FR_1987_BorneEtal_HistoireSeconde_320_321,"-: ""The European Expansion"", Paris: - 1987.",Open Access,WorldViews,FR_1987_BorneEtal_HistoireSeconde_320_321_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-14T15:00:30Z,Source,Text,image/jpeg,image,jpeg,WorldViews,The European Expansion,1987-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=FR_1987_BorneEtal_HistoireSeconde_320_321,"-: ""The European Expansion"", Paris: - 1987.",Open Access,WorldViews,FR_1987_BorneEtal_HistoireSeconde_320_321_fre
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-14T14:07:08Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Eine 'Gelehrtenrepublik' der Frauen?,1995-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1995_Bernlochner_GeschichteUndGeschehen_279,"-: ""Eine 'Gelehrtenrepublik' der Frauen?"", Stuttgart: - 1995.",Open Access,WorldViews,DE_1995_Bernlochner_GeschichteUndGeschehen_279_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-14T14:07:08Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Eine 'Gelehrtenrepublik' der Frauen?,1995-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1995_Bernlochner_GeschichteUndGeschehen_279,"-: ""Eine 'Gelehrtenrepublik' der Frauen?"", Stuttgart: - 1995.",Open Access,WorldViews,DE_1995_Bernlochner_GeschichteUndGeschehen_279_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:31:09Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die ersten Menschen in Kamerun,1984-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=CM_1984_Mveng_HistoireDuCameroun_28_29,"-: Die ersten Menschen in Kamerun, Yaoundé: - 1984.",Open Access,WorldViews,CM_1984_Mveng_HistoireDuCameroun_28_29_ger
,Text,,application/pdf,application,pdf,,,,,,,,
2018-07-17T07:31:09Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die ersten Menschen in Kamerun,1984-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=CM_1984_Mveng_HistoireDuCameroun_28_29,"-: Die ersten Menschen in Kamerun, Yaoundé: - 1984.",Open Access,WorldViews,CM_1984_Mveng_HistoireDuCameroun_28_29_eng
,Text,,application/pdf,application,pdf,,,,,,,,
2018-07-17T07:31:09Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die ersten Menschen in Kamerun,1984-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=CM_1984_Mveng_HistoireDuCameroun_28_29,"-: Die ersten Menschen in Kamerun, Yaoundé: - 1984.",Open Access,WorldViews,CM_1984_Mveng_HistoireDuCameroun_28_29_fre
,Text,,application/pdf,application,pdf,,,,,,,,
2018-07-17T07:27:18Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Consequences of the Industrial Revolution,1971-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=MY_1971_RajendraEtAl_WorldHistoryForSecondarySchools_27,"-: Consequences of the Industrial Revolution, Kuala Lumpur: - 1971 [1968].",Open Access,WorldViews,MY_1971_RajendraEtAl_WorldHistoryForSecondarySchools_27_ger
,Text,,application/pdf,application,pdf,EurViews,,1968-01-01T00:00:00Z,,,,EurViews,
2018-07-17T07:27:18Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Consequences of the Industrial Revolution,1971-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=MY_1971_RajendraEtAl_WorldHistoryForSecondarySchools_27,"-: Consequences of the Industrial Revolution, Kuala Lumpur: - 1971 [1968].",Open Access,WorldViews,MY_1971_RajendraEtAl_WorldHistoryForSecondarySchools_27_eng
,Text,,application/pdf,application,pdf,EurViews,,1968-01-01T00:00:00Z,,,,EurViews,
2018-09-14T16:39:03Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Immigration regulations:  What do You Think?,1979-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=CA_1979_BavingtonEtAl_CulturesInCanada_81,"-: Immigration regulations: ""What do You Think?"", Toronto: - 1979 [1976].",Open Access,WorldViews,CA_1979_BavingtonEtAl_CulturesInCanada_81_ger
,Text,,application/pdf,application,pdf,,,1976-01-01T00:00:00Z,,,,,
