record - header - datestamp,record - metadata - oai_dc:dc - dc:identifier,record - metadata - oai_dc:dc - dc:title - xml:lang,record - metadata - oai_dc:dc - dc:title,record - metadata - oai_dc:dc - dc:subject,record - metadata - oai_dc:dc - dc:language,record - header - identifier
,http://hdl.handle.net/10932/00-0372-55CF-32A3-5B01-6,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02657.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02657.cmdi
,http://hdl.handle.net/10932/00-0372-55CF-4683-5C01-B,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02658.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02658.cmdi
,http://hdl.handle.net/10932/00-0372-55CF-5A33-5D01-1,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02659.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02659.cmdi
,http://hdl.handle.net/10932/00-0372-55CF-6F23-5E01-B,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02660.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02660.cmdi
,http://hdl.handle.net/10932/00-0372-55CF-82A3-5F01-E,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02661.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02661.cmdi
,http://hdl.handle.net/10932/00-0372-55CF-9653-6001-D,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02662.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02662.cmdi
,http://hdl.handle.net/10932/00-0372-55CF-A9D3-6101-A,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02663.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02663.cmdi
,http://hdl.handle.net/10932/00-0372-55CF-BD93-6201-4,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02664.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02664.cmdi
,http://hdl.handle.net/10932/00-0372-55CF-D103-6301-6,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02665.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02665.cmdi
,http://hdl.handle.net/10932/00-0372-55CF-E563-6401-C,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02666.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02666.cmdi
,http://hdl.handle.net/10932/00-0372-55CF-FA23-6501-D,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02667.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02667.cmdi
,http://hdl.handle.net/10932/00-0372-55D0-0DA3-6601-3,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02668.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02668.cmdi
,http://hdl.handle.net/10932/00-0372-55D0-3123-6701-5,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02669.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02669.cmdi
,http://hdl.handle.net/10932/00-0372-55D0-56B3-6801-6,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02670.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02670.cmdi
,http://hdl.handle.net/10932/00-0372-55D0-9B73-6901-6,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02671.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02671.cmdi
,http://hdl.handle.net/10932/00-0372-55D0-C033-6A01-9,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02672.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02672.cmdi
,http://hdl.handle.net/10932/00-0372-55D0-D423-6B01-B,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02673.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02673.cmdi
,http://hdl.handle.net/10932/00-0372-55D0-E813-6C01-5,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02674.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02674.cmdi
,http://hdl.handle.net/10932/00-0372-55D0-FB43-6D01-5,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02675.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02675.cmdi
,http://hdl.handle.net/10932/00-0372-55D1-0E93-6E01-1,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02676.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02676.cmdi
,http://hdl.handle.net/10932/00-0372-55D1-2203-6F01-6,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02677.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02677.cmdi
,http://hdl.handle.net/10932/00-0372-55D1-35A3-7001-4,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02678.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02678.cmdi
,http://hdl.handle.net/10932/00-0372-55D1-4923-7101-2,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02679.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02679.cmdi
,http://hdl.handle.net/10932/00-0372-55D1-5CB3-7201-8,,,,,
2021-01-12T16:47:42Z,clarin-ids:ZW--3.ZW--_E_02680.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02680.cmdi
,http://hdl.handle.net/10932/00-0372-55D1-7043-7301-E,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02681.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02681.cmdi
,http://hdl.handle.net/10932/00-0372-55D1-83B3-7401-1,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02682.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02682.cmdi
,http://hdl.handle.net/10932/00-0372-55D1-9703-7501-3,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02683.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02683.cmdi
,http://hdl.handle.net/10932/00-0372-55D1-AAF3-7601-E,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02684.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02684.cmdi
,http://hdl.handle.net/10932/00-0372-55D1-BFE3-7701-E,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02685.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02685.cmdi
,http://hdl.handle.net/10932/00-0372-55D1-D423-7801-1,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02686.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02686.cmdi
,http://hdl.handle.net/10932/00-0372-55D1-E7A3-7901-D,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02687.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02687.cmdi
,http://hdl.handle.net/10932/00-0372-55D1-FB33-7A01-3,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02688.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02688.cmdi
,http://hdl.handle.net/10932/00-0372-55D2-0EF3-7B01-E,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02689.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02689.cmdi
,http://hdl.handle.net/10932/00-0372-55D2-2323-7C01-4,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02690.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02690.cmdi
,http://hdl.handle.net/10932/00-0372-55D2-37B3-7D01-1,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02721.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02721.cmdi
,http://hdl.handle.net/10932/00-0372-55D4-A0D3-9C01-2,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02722.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02722.cmdi
,http://hdl.handle.net/10932/00-0372-55D4-B4C3-9D01-C,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02723.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02723.cmdi
,http://hdl.handle.net/10932/00-0372-55D4-C853-9E01-C,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02724.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02724.cmdi
,http://hdl.handle.net/10932/00-0372-55D4-DE73-9F01-6,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02725.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02725.cmdi
,http://hdl.handle.net/10932/00-0372-55D4-F233-A001-5,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02726.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02726.cmdi
,http://hdl.handle.net/10932/00-0372-55D5-06C3-A101-5,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02727.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02727.cmdi
,http://hdl.handle.net/10932/00-0372-55D5-1BE3-A201-A,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02728.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02728.cmdi
,http://hdl.handle.net/10932/00-0372-55D5-30A3-A301-5,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02729.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02729.cmdi
,http://hdl.handle.net/10932/00-0372-55D5-4443-A401-3,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02730.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02730.cmdi
,http://hdl.handle.net/10932/00-0372-55D5-5803-A501-A,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02711.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02711.cmdi
,http://hdl.handle.net/10932/00-0372-55D3-DB43-9201-A,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02712.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02712.cmdi
,http://hdl.handle.net/10932/00-0372-55D3-EF33-9301-A,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02713.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02713.cmdi
,http://hdl.handle.net/10932/00-0372-55D4-02F3-9401-6,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02714.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02714.cmdi
,http://hdl.handle.net/10932/00-0372-55D4-16B3-9501-9,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02715.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02715.cmdi
,http://hdl.handle.net/10932/00-0372-55D4-2A73-9601-C,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02716.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02716.cmdi
,http://hdl.handle.net/10932/00-0372-55D4-3E23-9701-1,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02717.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02717.cmdi
,http://hdl.handle.net/10932/00-0372-55D4-51A3-9801-1,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02718.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02718.cmdi
,http://hdl.handle.net/10932/00-0372-55D4-6543-9901-5,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02719.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02719.cmdi
,http://hdl.handle.net/10932/00-0372-55D4-7953-9A01-9,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02720.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02720.cmdi
,http://hdl.handle.net/10932/00-0372-55D4-8D03-9B01-0,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02701.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02701.cmdi
,http://hdl.handle.net/10932/00-0372-55D3-12A3-8801-9,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02702.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02702.cmdi
,http://hdl.handle.net/10932/00-0372-55D3-27A3-8901-5,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02703.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02703.cmdi
,http://hdl.handle.net/10932/00-0372-55D3-3C83-8A01-9,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02704.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02704.cmdi
,http://hdl.handle.net/10932/00-0372-55D3-5013-8B01-0,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02705.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02705.cmdi
,http://hdl.handle.net/10932/00-0372-55D3-6413-8C01-4,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02706.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02706.cmdi
,http://hdl.handle.net/10932/00-0372-55D3-7843-8D01-4,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02707.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02707.cmdi
,http://hdl.handle.net/10932/00-0372-55D3-8C43-8E01-2,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02708.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02708.cmdi
,http://hdl.handle.net/10932/00-0372-55D3-9FE3-8F01-A,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02709.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02709.cmdi
,http://hdl.handle.net/10932/00-0372-55D3-B3B3-9001-4,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02710.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02710.cmdi
,http://hdl.handle.net/10932/00-0372-55D3-C783-9101-3,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02691.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02691.cmdi
,http://hdl.handle.net/10932/00-0372-55D2-4BF3-7E01-C,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02692.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02692.cmdi
,http://hdl.handle.net/10932/00-0372-55D2-5F83-7F01-3,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02693.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02693.cmdi
,http://hdl.handle.net/10932/00-0372-55D2-7343-8001-2,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02694.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02694.cmdi
,http://hdl.handle.net/10932/00-0372-55D2-86A3-8101-4,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02695.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02695.cmdi
,http://hdl.handle.net/10932/00-0372-55D2-99F3-8201-4,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02696.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02696.cmdi
,http://hdl.handle.net/10932/00-0372-55D2-AE73-8301-6,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02697.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02697.cmdi
,http://hdl.handle.net/10932/00-0372-55D2-C1E3-8401-2,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02698.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02698.cmdi
,http://hdl.handle.net/10932/00-0372-55D2-D573-8501-E,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02699.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02699.cmdi
,http://hdl.handle.net/10932/00-0372-55D2-EA33-8601-3,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02700.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02700.cmdi
,http://hdl.handle.net/10932/00-0372-55D2-FE73-8701-5,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02751.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02751.cmdi
,http://hdl.handle.net/10932/00-0372-55D7-2B23-BA01-2,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02752.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02752.cmdi
,http://hdl.handle.net/10932/00-0372-55D7-3EE3-BB01-5,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02753.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02753.cmdi
,http://hdl.handle.net/10932/00-0372-55D7-52D3-BC01-E,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02754.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02754.cmdi
,http://hdl.handle.net/10932/00-0372-55D7-66A3-BD01-C,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02755.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02755.cmdi
,http://hdl.handle.net/10932/00-0372-55D7-7A73-BE01-E,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02756.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02756.cmdi
,http://hdl.handle.net/10932/00-0372-55D7-8E73-BF01-0,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02757.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02757.cmdi
,http://hdl.handle.net/10932/00-0372-55D7-A2A3-C001-4,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02758.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02758.cmdi
,http://hdl.handle.net/10932/00-0372-55D7-B693-C101-A,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02759.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02759.cmdi
,http://hdl.handle.net/10932/00-0372-55D7-CAD3-C201-2,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02760.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02760.cmdi
,http://hdl.handle.net/10932/00-0372-55D7-E333-C301-3,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02741.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02741.cmdi
,http://hdl.handle.net/10932/00-0372-55D6-32E3-B001-8,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02742.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02742.cmdi
,http://hdl.handle.net/10932/00-0372-55D6-4643-B101-C,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02743.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02743.cmdi
,http://hdl.handle.net/10932/00-0372-55D6-5A13-B201-A,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02744.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02744.cmdi
,http://hdl.handle.net/10932/00-0372-55D6-6DB3-B301-E,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02745.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02745.cmdi
,http://hdl.handle.net/10932/00-0372-55D6-85E3-B401-E,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02746.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02746.cmdi
,http://hdl.handle.net/10932/00-0372-55D6-A583-B501-B,,,,,
2021-01-12T16:47:43Z,clarin-ids:ZW--3.ZW--_E_02747.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_02747.cmdi
,http://hdl.handle.net/10932/00-0372-55D6-C463-B601-6,,,,,
