datestamp,identifier,creator,format,format - mediatype,format - subtype,title,rights,date,relation,subject,description,language,type,type - dcmi recommendation,publisher,source,contributor,record id,record - header - setSpec
,,,,,,,,,,,,,,,Jan Christian Schaffert,,,,
,,,,,,,,,,,,,,,Chiara De Bastiani,,,,
2020-02-02T16:01:18Z,doi:10.20375/0000-000C-B3E2-A,"Clyde Beech, Mohale Mashigo, Nkosingiphile Mazibuko, DADD-INITIATIVE e.V",pdf,application,pdf,أين لولو؟,CC-Lizenz. Einige Rechte geschützt. ,2020-02-02T16:01:18Z,hdl:21.11113/0000-000C-B3D7-7,Kindergeschichten,"Diese Sammlung beinhaltet Kindergeschichten, die vom Englischen ins Arabische übersetzt und unter zwei CC-Lizensen veröffentlicht worden sind, gemäß der Anforderungen des ursprünglichen Werkes. 1. CC BY-SA Link zur Lizenz: https://creativecommons.org/licenses/by-sa/4.0/ 2. CC BY-NC-SA Link zur Lizenz: https://creativecommons.org/licenses/by-nc-sa/4.0/ هذه مجموعة من القصص المترجمة للعربية وهي نتاج مشروع قامت به مبادرة ض في ألمانيا (DADD-INITIATIVE e.V.) كل القصص مدرجة ضمن تصنيف المشاع الإبداعي وفقاً للأصل ولما تم التوافق حوله مع المؤلفين. تصنيف القصص لرخصتين هما: 1. CC BY-SA رابط للرخصة: https://creativecommons.org/licenses/by-sa/4.0/ 2. CC BY-NC-SA رابط للرخصة https://creativecommons.org/licenses/by-nc-sa/4.0/",ara,,,DADD-INITIATIVE e.V,freekidsbooks.org,,hdl:21.11113/0000-000C-B3E2-A,hdl:21.11113/0000-000C-B3E2-A
,hdl:21.11113/0000-000C-B3E2-A,,application/pdf,application,pdf,,,,,,,,,,,,,,
2020-06-24T15:20:16Z,doi:10.20375/0000-000C-D98E-0,"Cervantes Saavedra, Miguel de",text/plain,text,plain,Cervantes-69.txt,CC BY,2020-06-24T15:20:16Z,DOI: 10.17175/2018_004,Romanistik,"The texts for the collection of the second volume of the ""Quijote"" by Cervantes and the ""Quijote apocrífo"" in chapters by Avellaneda are originally extracted from Biblioteca Virtual de Miguel de Cervantes and manually converted to plaintext format: For Cervantes: http://www.cervantesvirtual.com/obra-visor/segunda-parte-del-ingenioso-caballero-don-quijote-de-la-mancha--0/html/ The texts were used for the stylometric analysis in: DOI: 10.17175/2018_004",spa,Prose,Text,,,,hdl:21.11113/0000-000C-D98E-0,hdl:21.11113/0000-000C-D98E-0
,hdl:21.11113/0000-000C-D98E-0,http://d-nb.info/gnd/11851993X,,,,,,,hdl:21.11113/0000-000C-D929-2,,,,,,,,,,
2018-04-24T13:50:54Z,doi:10.20375/0000-000B-CB49-F,DARIAH-DE,text/html,text,html,DARIAH-DE Repository – Nutzungsbedingungen,CC 0,2018-04-24T13:50:54Z,hdl:21.11113/0000-000B-CB47-1,,Die Nutzungsbedingungen des DARIAH-DE Repositorys (Deutsch).,,,,,,,hdl:21.11113/0000-000B-CB49-F,hdl:21.11113/0000-000B-CB49-F
,hdl:21.11113/0000-000B-CB49-F,,,,,,CC 0,,,,,,,,,,,,
2021-08-02T08:42:03Z,hdl:21.11113/0000-000E-66BE-A,Prof. Dr. Anja Schiemann,application/pdf,application,pdf,Kriminalpolitische „Lücken“ im Koalitionsvertrag?,KriPoZ,2021-08-02T08:42:03Z,hdl:21.11113/0000-000E-66B8-0,,,,,,Kriminalpolitische Zeitschrift,"KriPoZ 2019, 47 ff.",,hdl:21.11113/0000-000E-66BE-A,hdl:21.11113/0000-000E-66BE-A
,doi:10.20375/0000-000E-66BE-A,,,,,,,,,,,,,,,,,,
2018-04-11T14:43:24Z,doi:10.20375/0000-000B-CB3F-B,Matthias Breckheimer,,,,CdV18_Bibl_Auszug_453-aut.mrc,CC BY,2018-04-11T14:43:24Z,hdl:21.11113/0000-000B-CB08-8,,,,,,,,,hdl:21.11113/0000-000B-CB3F-B,hdl:21.11113/0000-000B-CB3F-B
,hdl:21.11113/0000-000B-CB3F-B,,,,,,,,,,,,,,,,,,
2021-03-17T14:56:27Z,doi:10.20375/0000-000D-FE78-F,Heiko Pleines,text/plain,text,plain,CountryRankings-economy-FSU-validity.pdf,ODC BY SA,2021-03-17T14:56:27Z,hdl:21.11113/0000-000D-FE75-2,,,,,,,,,hdl:21.11113/0000-000D-FE78-F,hdl:21.11113/0000-000D-FE78-F
,hdl:21.11113/0000-000D-FE78-F,,,,,,,,,,,,,,,,,,
2017-12-05T12:57:24Z,doi:10.20375/0000-000B-CA25-8,"Mache, Beata",pdf,application,pdf,Universal-Kirchenzeitung-Volltext_092.pdf,CC BY,2017-12-05T12:57:24Z,hdl:21.11113/0000-000B-C8F2-2,,,deu,,,,,,hdl:21.11113/0000-000B-CA25-8,hdl:21.11113/0000-000B-CA25-8
,hdl:21.11113/0000-000B-CA25-8,,application/pdf,application,pdf,,,,,,,,,,,,,,
2021-04-08T10:28:31Z,hdl:21.11113/0000-000D-FF8B-8,Jörg Lehmann,application/vnd.ms-excel,application,ms-excel,Rohdaten103Ethnografien.xls,CC BY,2021-04-08T10:28:31Z,hdl:21.11113/0000-000D-FF74-2,Quantification,"Raw data as noted during data collection, with text excerpts and notes written by the analyst",deu,,,,,,hdl:21.11113/0000-000D-FF8B-8,hdl:21.11113/0000-000D-FF8B-8
,doi:10.20375/0000-000D-FF8B-8,,,,,,,,,Literary Studies,,,,,,,,,
,,,,,,,,,,Anthropology,,,,,,,,,
2021-08-02T09:12:11Z,hdl:21.11113/0000-000E-66D5-F,Dr. Sebastian J. Golla,application/pdf,application,pdf,Datenschutzrechtliche Schattengewächse in den Ländern – Herausforderungen bei der Umsetzung der JI-Richtlinie für die Polizei –,KriPoZ,2021-08-02T09:12:11Z,hdl:21.11113/0000-000E-66D0-4,,,,,,Kriminalpolitische Zeitschrift,"KriPoZ 2019, 238 ff.",,hdl:21.11113/0000-000E-66D5-F,hdl:21.11113/0000-000E-66D5-F
,doi:10.20375/0000-000E-66D5-F,,,,,,,,,,,,,,,,,,
2017-12-05T12:55:42Z,hdl:21.11113/0000-000B-C9BE-D,"Mache, Beata",pdf,application,pdf,Universal-Kirchenzeitung-Faksimile_095.pdf,CC 0,2017-12-05T12:55:42Z,hdl:21.11113/0000-000B-C8F2-2,,,deu,,,,,,hdl:21.11113/0000-000B-C9BE-D,hdl:21.11113/0000-000B-C9BE-D
,doi:10.20375/0000-000B-C9BE-D,"Honinghaus, Julius Vinzent",application/pdf,application,pdf,,,,,,,,,,,,,,
2020-09-16T21:21:36Z,hdl:21.11113/0000-000D-1D06-D,"Teresa Herzgsell (Eberhard Karls Universität Tübingen), author",application/pdf,application,pdf,04_Teresa-Herzgsell_Categories.pdf,CC BY,2020-09-16T21:21:36Z,hdl:21.11113/0000-000D-1CFF-6,Spanish Studies,This text explains how we developed the categories used in our data sheets and what they mean..,eng,Textos,Text,,,,hdl:21.11113/0000-000D-1D06-D,hdl:21.11113/0000-000D-1D06-D
,doi:10.20375/0000-000D-1D06-D,,.pdf,,,Accompanying Publications,CC BY,,,Romanistik,,spa,Texts,Text,,,,,
,,,,application,pdf,Spanish-language Cultural Magazines from Modernismo to Avant-Garde: Processes of Modernization and Transnational Network Formation,,,,Gráficos,,,,,,,,,
,,,,,,Revistas culturales históricas en lengua española desde el modernismo hasta las vanguardias: procesos de modernización y formación de redes transnacionales,,,,Texts,,,,,,,,,
,,,,,,,,,,Ciencia Literaria,,,,,,,,,
,,,,,,,,,,Análisis De Redes,,,,,,,,,
,,,,,,,,,,Literatura Europea Y Americana,,,,,,,,,
,,,,,,,,,,Digital Humanities,,,,,,,,,
,,,,,,,,,,Filología Hispánica,,,,,,,,,
,,,,,,,,,,Historical Spanish-language Cultural Magazines,,,,,,,,,
,,,,,,,,,,Filología Románica,,,,,,,,,
,,,,,,,,,,Literary Studies,,,,,,,,,
,,,,,,,,,,Historia Y Filosofía,,,,,,,,,
,,,,,,,,,,Hojas De Datos,,,,,,,,,
,,,,,,,,,,European And American Literature,,,,,,,,,
,,,,,,,,,,Humanidades Digitales,,,,,,,,,
,,,,,,,,,,Network Analysis,,,,,,,,,
,,,,,,,,,,Revistas Culturales Históricas En Lengua Española,,,,,,,,,
,,,,,,,,,,Romance Studies,,,,,,,,,
,,,,,,,,,,Literatura General Y Comparada Y Estudios Culturales,,,,,,,,,
,,,,,,,,,,Romance Philology,,,,,,,,,
,,,,,,,,,,Graphs,,,,,,,,,
,,,,,,,,,,Texts,,,,,,,,,
,,,,,,,,,,Data Sheets,,,,,,,,,
,,,,,,,,,,History And Philosophy,,,,,,,,,
,,,,,,,,,,General And Comparative Literature And Cultural Studies,,,,,,,,,
2021-05-04T10:15:01Z,doi:10.20375/0000-000E-0FE9-C,"Bluhm Katharina, Klimovich Stanislav, Pape Ulla",text/plain,text,plain,Data Set description_State-Business Relations in Russia’s Regions.pdf,ODC BY SA,2021-05-04T10:15:01Z,hdl:21.11113/0000-000E-0F80-1,,,,,,,,,hdl:21.11113/0000-000E-0FE9-C,hdl:21.11113/0000-000E-0FE9-C
,hdl:21.11113/0000-000E-0FE9-C,,,,,,,,,,,,,,,,,,
2017-12-05T12:54:25Z,hdl:21.11113/0000-000B-C96F-7,"Mache, Beata",application/pdf,application,pdf,Universal-Kirchenzeitung-Faksimile_009.pdf,CC 0,2017-12-05T12:54:25Z,hdl:21.11113/0000-000B-C8F2-2,,,deu,,,,,,hdl:21.11113/0000-000B-C96F-7,hdl:21.11113/0000-000B-C96F-7
,doi:10.20375/0000-000B-C96F-7,"Honinghaus, Julius Vinzent",pdf,application,pdf,,,,,,,,,,,,,,
2021-08-02T09:23:18Z,hdl:21.11113/0000-000E-66D7-D,Malte Völkening,application/pdf,application,pdf,Smart Sentencing - Ein neuer Ansatz für Transparenz richterlicher Strafzumessungsentscheidungen,KriPoZ,2021-08-02T09:23:18Z,hdl:21.11113/0000-000E-66D6-E,,,,,,Kriminalpolitische Zeitschrift,"KriPoZ 2019, 265 ff.",,hdl:21.11113/0000-000E-66D7-D,hdl:21.11113/0000-000E-66D7-D
,doi:10.20375/0000-000E-66D7-D,Prof. Dr. Dr. Frauke Rostalski,,,,,,,,,,,,,,,,,
2018-03-01T11:11:50Z,doi:10.20375/0000-000B-CADD-9,"Steyer, Timo",text/vnd.dariah.dhrep.collection+turtle,text,turtle,“Kann man da eben mal was eintragen und visualisieren?” Digitaler Praxistest für die DARIAH-DE-Infrastruktur,CC BY SA,2018-03-01T11:11:50Z,,Digital Humanities,Poster und Abstract des Beitrages auf der DHd2018 in Köln.,deu,,,,,,hdl:21.11113/0000-000B-CADD-9,hdl:21.11113/0000-000B-CADD-9
,hdl:21.11113/0000-000B-CADD-9,"Klaffki, Lisa",,,,,,,,,,,,,,,,,
2021-08-02T07:51:18Z,hdl:21.11113/0000-000E-669D-F,Prof. Dr. Carsten Momsen,application/pdf,application,pdf,Die Renaissance des Polygraphen? Wie effektiv lassen sich amerikanische Verteidigungsstrategien im deutschen Strafverfahren nutzen?,KriPoZ,2021-08-02T07:51:18Z,hdl:21.11113/0000-000E-669C-0,,,,,,Kriminalpolitische Zeitschrift,"KriPoZ 2018, 142 ff.",,hdl:21.11113/0000-000E-669D-F,hdl:21.11113/0000-000E-669D-F
,doi:10.20375/0000-000E-669D-F,,,,,,,,,,,,,,,,,,
2020-02-01T20:23:20Z,doi:10.20375/0000-000C-B3B6-C,"Elizabeth Kim, DADD-INITIATIVE e.V",application/pdf,application,pdf,Haie,CC-Lizenz. Einige Rechte geschützt. ,2020-02-01T20:23:20Z,hdl:21.11113/0000-000C-B385-3,Kindergeschichten,"Diese Sammlung beinhaltet Kindergeschichten, die vom Englischen ins Deutsche übersetzt und unter zwei CC-Lizensen veröffentlicht worden sind, gemäß der Anforderungen des ursprünglichen Werkes. 1. CC BY-SA Link zur Lizenz: https://creativecommons.org/licenses/by-sa/4.0/ 2. CC BY-NC-SA Link zur Lizenz: https://creativecommons.org/licenses/by-nc-sa/4.0/",deu,,,DADD-INITIATIVE e.V,,,hdl:21.11113/0000-000C-B3B6-C,hdl:21.11113/0000-000C-B3B6-C
,hdl:21.11113/0000-000C-B3B6-C,,pdf,application,pdf,,,,,,,,,,,,,,
2020-06-24T15:19:31Z,doi:10.20375/0000-000C-D94A-D,http://viaf.org/viaf/77109993,text/plain,text,plain,Avellaneda-01.txt,CC BY,2020-06-24T15:19:31Z,hdl:21.11113/0000-000C-D929-2,Romanistik,"The collection of the secons volume of the ""Quijote apocrífo"" by Avellaneda is originally extracted from Biblioteca Virtual de Miguel de Cervantes: http://www.cervantesvirtual.com/obra-visor/segundo-tomo-del-ingenioso-hidalgo-don-quijote-de-la-mancha--0/html/ and converted to plaintext format. For the process of digitization from the 1614 edition see the scan of the original book at BVMC: http://www.cervantesvirtual.com/obra-visor/segundo-tomo-del-ingenioso-hidalgo-don-quixote-de-la-mancha-que-contiene-su-tercera-salida-y-es-la-quinta-parte-de-sus-auenturas--0/html/ff3b6b9e-82b1-11df-acc7-002185ce6064.html . For the facts and doubt of printing the book initially in 1614 in Tarragona see the article by the Cervantes/Avellaneda specialist Luis Gómez Canseco: Avellaneda en la imprenta: Tarragona. In: El otro Don Quijote. La continuación de Fernández de Avellaneda y sus efectos. Hg. von Hanno Ehrlicher. Augsburg 2016, S. 11–26. URN: urn:nbn:de:bvb:384-opus4-37049",spa,,,,,,hdl:21.11113/0000-000C-D94A-D,hdl:21.11113/0000-000C-D94A-D
,hdl:21.11113/0000-000C-D94A-D,"Fernández de Avellaneda, Alonso",,,,,,,DOI: 10.17175/2018_004,,"The collection of the second volume of the ""Quijote apocrífo"" in chapters by Avellaneda is originally extracted from Biblioteca Virtual de Miguel de Cervantes: http://www.cervantesvirtual.com/obra-visor/segundo-tomo-del-ingenioso-hidalgo-don-quijote-de-la-mancha--0/html/ and converted to plaintext format. For the process of digitization from the 1614 edition see the scan of the original book at BVMC: http://www.cervantesvirtual.com/obra-visor/segundo-tomo-del-ingenioso-hidalgo-don-quixote-de-la-mancha-que-contiene-su-tercera-salida-y-es-la-quinta-parte-de-sus-auenturas--0/html/ff3b6b9e-82b1-11df-acc7-002185ce6064.html . For the facts and doubt of printing the book initially in 1614 in Tarragona see the article by the Cervantes/Avellaneda specialist Luis Gómez Canseco: Avellaneda en la imprenta: Tarragona. In: El otro Don Quijote. La continuación de Fernández de Avellaneda y sus efectos. Hg. von Hanno Ehrlicher. Augsburg 2016, S. 11–26. URN: urn:nbn:de:bvb:384-opus4-37049 .",,,,,,,,
2020-02-02T16:02:21Z,doi:10.20375/0000-000C-B41B-B,"Parismita, DADD-INITIATIVE e.V",application/pdf,application,pdf,الملك السمين والكلب النحيف,CC-Lizenz. Einige Rechte geschützt. ,2020-02-02T16:02:21Z,hdl:21.11113/0000-000C-B3D7-7,Kindergeschichten,"Diese Sammlung beinhaltet Kindergeschichten, die vom Englischen ins Arabische übersetzt und unter zwei CC-Lizensen veröffentlicht worden sind, gemäß der Anforderungen des ursprünglichen Werkes. 1. CC BY-SA Link zur Lizenz: https://creativecommons.org/licenses/by-sa/4.0/ 2. CC BY-NC-SA Link zur Lizenz: https://creativecommons.org/licenses/by-nc-sa/4.0/ هذه مجموعة من القصص المترجمة للعربية وهي نتاج مشروع قامت به مبادرة ض في ألمانيا (DADD-INITIATIVE e.V.) كل القصص مدرجة ضمن تصنيف المشاع الإبداعي وفقاً للأصل ولما تم التوافق حوله مع المؤلفين. تصنيف القصص لرخصتين هما: 1. CC BY-SA رابط للرخصة: https://creativecommons.org/licenses/by-sa/4.0/ 2. CC BY-NC-SA رابط للرخصة https://creativecommons.org/licenses/by-nc-sa/4.0/",ara,,,DADD-INITIATIVE e.V,freekidsbooks.org,,hdl:21.11113/0000-000C-B41B-B,hdl:21.11113/0000-000C-B41B-B
,hdl:21.11113/0000-000C-B41B-B,,pdf,application,pdf,,,,,,,,,,,,,,
2018-04-11T14:42:04Z,doi:10.20375/0000-000B-CB16-8,Matthias Breckheimer,application/pdf,application,pdf,CdV18_Prag_1968_6_OCR.pdf,CC BY,2018-04-11T14:42:04Z,hdl:21.11113/0000-000B-CB08-8,,,,,,,,,hdl:21.11113/0000-000B-CB16-8,hdl:21.11113/0000-000B-CB16-8
,hdl:21.11113/0000-000B-CB16-8,,,,,,,,,,,,,,,,,,
2020-02-02T16:02:14Z,hdl:21.11113/0000-000C-B415-1,"Mustard Seed Books, DADD-INITIATIVE e.V",pdf,application,pdf,أين الحيوانات؟,CC-Lizenz. Einige Rechte geschützt. ,2020-02-02T16:02:14Z,hdl:21.11113/0000-000C-B3D7-7,Kindergeschichten,"Diese Sammlung beinhaltet Kindergeschichten, die vom Englischen ins Arabische übersetzt und unter zwei CC-Lizensen veröffentlicht worden sind, gemäß der Anforderungen des ursprünglichen Werkes. 1. CC BY-SA Link zur Lizenz: https://creativecommons.org/licenses/by-sa/4.0/ 2. CC BY-NC-SA Link zur Lizenz: https://creativecommons.org/licenses/by-nc-sa/4.0/ هذه مجموعة من القصص المترجمة للعربية وهي نتاج مشروع قامت به مبادرة ض في ألمانيا (DADD-INITIATIVE e.V.) كل القصص مدرجة ضمن تصنيف المشاع الإبداعي وفقاً للأصل ولما تم التوافق حوله مع المؤلفين. تصنيف القصص لرخصتين هما: 1. CC BY-SA رابط للرخصة: https://creativecommons.org/licenses/by-sa/4.0/ 2. CC BY-NC-SA رابط للرخصة https://creativecommons.org/licenses/by-nc-sa/4.0/",ara,,,DADD-INITIATIVE e.V,freekidsbooks.org,,hdl:21.11113/0000-000C-B415-1,hdl:21.11113/0000-000C-B415-1
,doi:10.20375/0000-000C-B415-1,,application/pdf,application,pdf,,,,,,,,,,,,,,
2020-06-24T15:20:11Z,hdl:21.11113/0000-000C-D987-7,"Cervantes Saavedra, Miguel de",text/plain,text,plain,Cervantes-62.txt,CC BY,2020-06-24T15:20:11Z,DOI: 10.17175/2018_004,Romanistik,"The texts for the collection of the second volume of the ""Quijote"" by Cervantes and the ""Quijote apocrífo"" in chapters by Avellaneda are originally extracted from Biblioteca Virtual de Miguel de Cervantes and manually converted to plaintext format: For Cervantes: http://www.cervantesvirtual.com/obra-visor/segunda-parte-del-ingenioso-caballero-don-quijote-de-la-mancha--0/html/ The texts were used for the stylometric analysis in: DOI: 10.17175/2018_004",spa,Prose,Text,,,,hdl:21.11113/0000-000C-D987-7,hdl:21.11113/0000-000C-D987-7
,doi:10.20375/0000-000C-D987-7,http://d-nb.info/gnd/11851993X,,,,,,,hdl:21.11113/0000-000C-D929-2,,,,,,,,,,
2020-06-24T15:20:04Z,doi:10.20375/0000-000C-D97B-6,http://d-nb.info/gnd/11851993X,text/plain,text,plain,Cervantes-50.txt,CC BY,2020-06-24T15:20:04Z,DOI: 10.17175/2018_004,Romanistik,"The texts for the collection of the second volume of the ""Quijote"" by Cervantes and the ""Quijote apocrífo"" in chapters by Avellaneda are originally extracted from Biblioteca Virtual de Miguel de Cervantes and manually converted to plaintext format: For Cervantes: http://www.cervantesvirtual.com/obra-visor/segunda-parte-del-ingenioso-caballero-don-quijote-de-la-mancha--0/html/ The texts were used for the stylometric analysis in: DOI: 10.17175/2018_004",spa,Prose,Text,,,,hdl:21.11113/0000-000C-D97B-6,hdl:21.11113/0000-000C-D97B-6
,hdl:21.11113/0000-000C-D97B-6,"Cervantes Saavedra, Miguel de",,,,,,,hdl:21.11113/0000-000C-D929-2,,,,,,,,,,
2021-05-04T10:14:21Z,hdl:21.11113/0000-000E-0FB6-5,"Bluhm Katharina, Klimovich Stanislav, Pape Ulla",text/plain,text,plain,2016_1_Lukoil_Additional Agreement_7_to SECA 2013-2018_27.01.2016.pdf,ODC BY SA,2021-05-04T10:14:21Z,hdl:21.11113/0000-000E-0F80-1,,,,,,,,,hdl:21.11113/0000-000E-0FB6-5,hdl:21.11113/0000-000E-0FB6-5
,doi:10.20375/0000-000E-0FB6-5,,,,,,,,,,,,,,,,,,
2021-07-29T09:55:30Z,doi:10.20375/0000-000E-6346-4,Dr. Peter Rackow,application/pdf,application,pdf,Überlegungen zu dem Gesetz zur Änderung des IRG vom 5.1.2017,KriPoZ,2021-07-29T09:55:30Z,hdl:21.11113/0000-000E-6345-5,,,,,,Kriminalpolitische Zeitschrift,"KriPoZ 2017, 79 ff.",,hdl:21.11113/0000-000E-6346-4,hdl:21.11113/0000-000E-6346-4
,hdl:21.11113/0000-000E-6346-4,,,,,,,,,,,,,,,,,,
2021-03-06T20:07:50Z,doi:10.20375/0000-000D-FA90-6,Felix Herrmann,text/plain,text,plain,text_upload3.xlsx,ODC BY SA,2021-03-06T20:07:50Z,hdl:21.11113/0000-000D-FA8D-B,,,,,,,,,hdl:21.11113/0000-000D-FA90-6,hdl:21.11113/0000-000D-FA90-6
,hdl:21.11113/0000-000D-FA90-6,,,,,,,,,,,,,,,,,,
2021-04-08T10:28:16Z,doi:10.20375/0000-000D-FF75-1,Jörg Lehmann,text/vnd.dariah.dhrep.collection+turtle,text,turtle,Corpus 1: 109 texts referring to the Franco-Prussian War of 1870/71,CC BY,2021-04-08T10:28:16Z,hdl:21.11113/0000-000D-FF74-2,War Literature 1870/1871,"In a corpus consisting of 109 online available texts of French war literature, all the paratexts as well as narrative positions were collected and quantified. This data collection consists of a bibliography in two formats (.odt and UTF-8 encoded.csv), the raw data in two formats (.xls and UTF-8 encoded.csv), a file containing quantified data used for clustering (UTF-8 encoded.csv), code used in R for an exploratory analysis, and two sample dendrograms showing the results of the clustering. The results of the analysis were published in: Jörg Lehmann, Über Genre und Form französischer Erinnerungsliteratur nach dem Krieg von 1870/71. Ein Beitrag zu einer quantitativen Literaturgeschichtsschreibung, in: Romanistische Zeitschrift für Literaturgeschichte 41(2017), H.3–4, S.413–434.",deu,,,,,,hdl:21.11113/0000-000D-FF75-1,hdl:21.11113/0000-000D-FF75-1
,hdl:21.11113/0000-000D-FF75-1,,,,,,,,,Quantification,,,,,,,,,
,,,,,,,,,,Literary Studies,,,,,,,,,
2021-05-04T10:14:23Z,hdl:21.11113/0000-000E-0FB8-3,"Bluhm Katharina, Klimovich Stanislav, Pape Ulla",text/plain,text,plain,2016_2_Lukoil_Additional Agreement_8_to SECA 2013-2018_01.04.2016.pdf,ODC BY SA,2021-05-04T10:14:23Z,hdl:21.11113/0000-000E-0F80-1,,,,,,,,,hdl:21.11113/0000-000E-0FB8-3,hdl:21.11113/0000-000E-0FB8-3
,doi:10.20375/0000-000E-0FB8-3,,,,,,,,,,,,,,,,,,
2021-05-04T10:14:56Z,doi:10.20375/0000-000E-0FE2-3,"Bluhm Katharina, Klimovich Stanislav, Pape Ulla",text/plain,text,plain,2019_4_Lukoil_Additional Agreement_3_to SECA 2019-2023_29.11.2019.pdf,ODC BY SA,2021-05-04T10:14:56Z,hdl:21.11113/0000-000E-0F80-1,,,,,,,,,hdl:21.11113/0000-000E-0FE2-3,hdl:21.11113/0000-000E-0FE2-3
,hdl:21.11113/0000-000E-0FE2-3,,,,,,,,,,,,,,,,,,
2018-04-11T14:41:53Z,doi:10.20375/0000-000B-CB0D-3,Martin Bauch,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application,vnd.openxmlformats-officedocument.spreadsheetml.sheet,CdV18_Wetter_Klima_Ereignisse_Norditalien_1300-1325.xlsx,CC BY,2018-04-11T14:41:53Z,hdl:21.11113/0000-000B-CB08-8,,Diese Tabelle enthält eine Übersicht der meteorologischen und klimatischen Ereignisse in Norditalien zwischen 1300 und 1325. Das Supplement ist zur Ergänzung der Koordinatenagaben zu nutzen.,,,,,,,hdl:21.11113/0000-000B-CB0D-3,hdl:21.11113/0000-000B-CB0D-3
,hdl:21.11113/0000-000B-CB0D-3,,,,,,,,,,,,,,,,,,
2020-09-16T21:22:18Z,doi:10.20375/0000-000D-1D21-E,"Hanno Ehrlicher (Eberhard Karls Universität Tübingen), principal investigator and project leader",application/vnd.ms-excel,application,ms-excel,08-Teresa-Herzgsell_Genre-distribution-and-Fictional-Prose-Table-1.csv,CC BY,2020-09-16T21:22:18Z,hdl:21.11113/0000-000D-1CFF-6,Humanidades Digitales,This file provides the relative percentages of genre distribution in each of the 23 avant-garde magazines.,spa,Hojas De Datos,Dataset,,,,hdl:21.11113/0000-000D-1D21-E,hdl:21.11113/0000-000D-1D21-E
,hdl:21.11113/0000-000D-1D21-E,"Teresa Herzgsell (Eberhard Karls Universität Tübingen), data collector",.csv,text,,Spanish-language Cultural Magazines from Modernismo to Avant-Garde: Processes of Modernization and Transnational Network Formation,CC BY,,,Texts,,eng,Data,Dataset,,,,,
,,"Judith Rideout (Eberhard Karls Universität Tübingen), data collector",,,,Revistas culturales históricas en lengua española desde el modernismo hasta las vanguardias: procesos de modernización y formación de redes transnacionales,,,,Network Analysis,,,,,,,,,
,,"Jörg Lehmann (Eberhard Karls Universität Tübingen), data curator",,,,Data Sheets,,,,Romance Studies,,,,,,,,,
,,"Claudia Cedeño Báez (Eberhard Karls Universität Tübingen), data collector",,,,,,,,Historia Y Filosofía,,,,,,,,,
,,,,,,,,,,Filología Románica,,,,,,,,,
,,,,,,,,,,Graphs,,,,,,,,,
,,,,,,,,,,Spanish Studies,,,,,,,,,
,,,,,,,,,,Análisis De Redes,,,,,,,,,
,,,,,,,,,,Ciencia Literaria,,,,,,,,,
,,,,,,,,,,Data Sheets,,,,,,,,,
,,,,,,,,,,Literatura General Y Comparada Y Estudios Culturales,,,,,,,,,
,,,,,,,,,,Digital Humanities,,,,,,,,,
,,,,,,,,,,Romanistik,,,,,,,,,
,,,,,,,,,,Historical Spanish-language Cultural Magazines,,,,,,,,,
,,,,,,,,,,Hojas De Datos,,,,,,,,,
,,,,,,,,,,Texts,,,,,,,,,
,,,,,,,,,,Revistas Culturales Históricas En Lengua Española,,,,,,,,,
,,,,,,,,,,Literatura Europea Y Americana,,,,,,,,,
,,,,,,,,,,European And American Literature,,,,,,,,,
,,,,,,,,,,Literary Studies,,,,,,,,,
,,,,,,,,,,History And Philosophy,,,,,,,,,
,,,,,,,,,,Filología Hispánica,,,,,,,,,
,,,,,,,,,,General And Comparative Literature And Cultural Studies,,,,,,,,,
,,,,,,,,,,Romance Philology,,,,,,,,,
,,,,,,,,,,Gráficos,,,,,,,,,
2021-06-23T04:30:52Z,doi:10.20375/0000-000E-599A-1,"Weimer, Lukas",text/vnd.dariah.dhrep.collection+turtle,text,turtle,"Zotero-Workshop von CLARIAH-DE, 27./28.05.2021",CC BY,2021-06-23T04:30:52Z,,Literaturverwaltung,"Diese Kollektion erhält die zur Verfügung gestellten Materialien vom Zotero-Workshop von CLARIAH-DE, der am 27. und 28. Mai 2021 stattgefunden hat.",deu,,,,,,hdl:21.11113/0000-000E-599A-1,hdl:21.11113/0000-000E-599A-1
,hdl:21.11113/0000-000E-599A-1,"Roeder, Torsten",,,,,,,,,,,,,,,,,
,,"Corell, Sophia",,,,,,,,,,,,,,,,,
,,"Röttgermann, Julia",,,,,,,,,,,,,,,,,
2018-04-11T14:42:28Z,hdl:21.11113/0000-000B-CB26-6,Matthias Breckheimer,application/pdf,application,pdf,CdV18_Prag_1968_23_OCR.pdf,CC BY,2018-04-11T14:42:28Z,hdl:21.11113/0000-000B-CB08-8,,,,,,,,,hdl:21.11113/0000-000B-CB26-6,hdl:21.11113/0000-000B-CB26-6
,doi:10.20375/0000-000B-CB26-6,,,,,,,,,,,,,,,,,,
2021-06-17T09:04:22Z,doi:10.20375/0000-000E-597F-1,Gulnaz Isabekova,text/plain,text,plain,Kyrgyzstan.zip,ODC BY,2021-06-17T09:04:22Z,hdl:21.11113/0000-000E-5977-9,,,,,,,,,hdl:21.11113/0000-000E-597F-1,hdl:21.11113/0000-000E-597F-1
,hdl:21.11113/0000-000E-597F-1,,,,,,,,,,,,,,,,,,
