datestamp,identifier,subject,title,publisher,date,type,language,source,rights,creator,format,format - mediatype,format - subtype,relation,contributor,description,coverage,record id,record - header - setSpec
,http://hdl.handle.net/21.11120/0000-000C-5E33-2,Gelegenheitsschrift,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-25012-1,Vertrag,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5180-7,Belletristik,Die Frau des Falkensteins (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1810-01-01T00:00:00Z,text,deu,"Fouqué, Caroline de la Motte-: Die Frau des Falkensteins. Zweites Bändchen. Berlin, 1810.",CC BY,"Fouqué, Caroline de la Motte-",,,,,,,,dta:289,dta
,http://hdl.handle.net/21.11120/0000-000C-517F-B,Roman,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-30367-3,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5E38-D,Belletristik,Ritter Gottfried (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1497-01-01T00:00:00Z,text,deu,"N. N.: Ritter Gottfried. Nürnberg, um 1497 (GW-Nr.: 1257350N).",CC NC,,,,,,,,,dta:2890,dta
,http://hdl.handle.net/21.11120/0000-000C-5E37-E,Religiöse Reimpaarerzählung,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-30976-1,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5E3C-9,Gebrauchsliteratur,Kurtze Lebens- und Uebelthats-Beschreibung Dorotheen Louysen Höltznerin – Nebst der ihr darauf zuerkandten Straffe des Rades Und wie solche an ihr den 17. April 1739. zu Magdeburg vollzogen worden (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1739-01-01T00:00:00Z,text,deu,"[N. N.]: Kurtze Lebens- und Uebelthats-Beschreibung Dorotheen Louysen Höltznerin. [s. l.], 1739. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Berlin SBB-PK, 13 in: Fy 7909]",CC NC,N. N.,,,,,,,,dta:2891,dta
,http://hdl.handle.net/21.11120/0000-000C-5E3B-A,Kolportageliteratur,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-25071-4,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5E3E-7,Belletristik,Erinnerungen eines freiwilligen reitenden Jägers aus den Kriegsjahren 1813–1815 (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1848-01-01T00:00:00Z,text,deu,"[N. N.]: Erinnerungen eines freiwilligen reitenden Jägers aus den Kriegsjahren 1813–1815. Berlin, 1848. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Berlin SBB-Pk, Yo 3761]",CC NC,N. N.,,,,,,,,dta:2892,dta
,http://hdl.handle.net/21.11120/0000-000C-5E3D-8,Lyrik,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-25129-1,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5E53-E,Gebrauchsliteratur,"Fortgesetzte und erweiterte Beschreibung des entsetzlichen Erdbebens – welches im abgewichenen Jahre 1755. den 1. November, die Haupt-Stadt in Portugall, Lissabon, beynahe auf den Grund verwüstet (vollständige digitalisierte Ausgabe)",DTA (Kernkorpus),1756-01-01T00:00:00Z,text,deu,"[N. N.]: Fortgesetzte und erweiterte Beschreibung des entsetzlichen Erdbebens. [s. l.], 1756. [SLUB Dresden, SLUB Dresden, Coll.diss.A.242,5,misc.4]",CC NC,N. N.,,,,,,,,dta:2893,dta
,http://hdl.handle.net/21.11120/0000-000C-5E52-F,Flugschrift,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-25077-2,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5E55-C,Gebrauchsliteratur,"Ausführliche und sicherste Nachricht, des entsetzlichen Erdbebens/ der Stadt Lissabon (vollständige digitalisierte Ausgabe)",DTA (Kernkorpus),1755-01-01T00:00:00Z,text,deu,"[N. N.]: Ausführliche und sicherste Nachricht, des entsetzlichen Erdbebens/ der Stadt Lissabon. [s. l.], 1755. [SLUB Dresden, SLUB Dresden, Coll.diss.A.242,5,misc.3]",CC NC,N. N.,,,,,,,,dta:2894,dta
,http://hdl.handle.net/21.11120/0000-000C-5E54-D,Flugschrift,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-25075-3,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F15-3,Wissenschaft,Physikalische Geographie von Heinr. Alex. Freiherr v. Humboldt (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1828-01-01T00:00:00Z,text,deu,"[N. N.]: Physikalische Geographie von Heinr. Alex. Freiherr v. Humboldt. [V]orgetragen im Wintersemester 1827/8. [Berlin], [1827/28]. [= Nachschrift der ‚Kosmos-Vorträge‛ Alexander von Humboldts in der Berliner Universität, 3.11.1827–26.4.1828.]",CC BY,N. N.,,,,,,,,dta:2895,dta
,http://hdl.handle.net/21.11120/0000-000C-5F14-4,Naturwissenschaft,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-30953-7,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F1B-D,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 1. Köln, 1. Juni 1848.",CC NC,,,,,,,,,dta:2896,dta
,http://hdl.handle.net/21.11120/0000-000C-5F1A-E,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31323-1,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F1D-B,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 2. Köln, 2. Juni 1848.",CC NC,,,,,,,,,dta:2897,dta
,http://hdl.handle.net/21.11120/0000-000C-5F1C-C,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31324-5,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F1F-9,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 3. Köln, 3. Juni 1848.",CC NC,,,,,,,,,dta:2898,dta
,http://hdl.handle.net/21.11120/0000-000C-5F1E-A,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31327-9,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F21-5,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 4. Köln, 4. Juni 1848.",CC NC,,,,,,,,,dta:2899,dta
,http://hdl.handle.net/21.11120/0000-000C-5F20-6,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31328-4,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-4C07-8,Belletristik,Des Knaben Wunderhorn – Alte deutsche Lieder (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1806-01-01T00:00:00Z,text,deu,"Arnim, Achim von; Brentano, Clemens: Des Knaben Wunderhorn. Bd. 1. Heidelberg, 1806. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, 19 ZZ 2004-1 R]",CC NC,"Arnim, Achim von",,,,,,,,dta:29,dta
,http://hdl.handle.net/21.11120/0000-000C-4C06-9,Lyrik,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-20090519157,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5186-1,Belletristik,Magie der Natur – Eine Revolutions-Geschichte (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1812-01-01T00:00:00Z,text,deu,"Fouqué, Caroline de la Motte-: Magie der Natur. In: Kleine Romanenbibliothek von und für Damen. Berlin, 1812.",CC SA,"Fouqué, Caroline de la Motte-",,,,,,,,dta:290,dta
,http://hdl.handle.net/21.11120/0000-000C-5185-2,Roman,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-30426-5,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F23-3,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 5. Köln, 5. Juni 1848.",CC NC,,,,,,,,,dta:2900,dta
,http://hdl.handle.net/21.11120/0000-000C-5F22-4,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31329-7,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F25-1,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 6. Köln, 6. Juni 1848.",CC NC,,,,,,,,,dta:2901,dta
,http://hdl.handle.net/21.11120/0000-000C-5F24-2,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31330-1,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F27-F,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 7. Köln, 7. Juni 1848.",CC NC,,,,,,,,,dta:2902,dta
,http://hdl.handle.net/21.11120/0000-000C-5F26-0,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31331-6,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F29-D,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 7. Köln, 7. Juni 1848. Beilage.",CC NC,,,,,,,,,dta:2903,dta
,http://hdl.handle.net/21.11120/0000-000C-5F28-E,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31680-7,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F2B-B,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 8. Köln, 8. Juni 1848.",CC NC,,,,,,,,,dta:2904,dta
,http://hdl.handle.net/21.11120/0000-000C-5F2A-C,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31332-1,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F2D-9,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 9. Köln, 9. Juni 1848.",CC NC,,,,,,,,,dta:2905,dta
,http://hdl.handle.net/21.11120/0000-000C-5F2C-A,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31333-5,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F2F-7,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 9. Köln, 9. Juni 1848. Beilage.",CC NC,,,,,,,,,dta:2906,dta
,http://hdl.handle.net/21.11120/0000-000C-5F2E-8,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31681-2,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F31-3,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 10. Köln, 10. Juni 1848.",CC NC,,,,,,,,,dta:2907,dta
,http://hdl.handle.net/21.11120/0000-000C-5F30-4,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31334-0,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F33-1,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 10. Köln, 10. Juni 1848. Beilage.",CC NC,,,,,,,,,dta:2908,dta
,http://hdl.handle.net/21.11120/0000-000C-5F32-2,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31682-7,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F35-F,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 11. Köln, 11. Juni 1848.",CC NC,,,,,,,,,dta:2909,dta
,http://hdl.handle.net/21.11120/0000-000C-5F34-0,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31335-5,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5188-F,Belletristik,Undine – eine Erzählung (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1811-01-01T00:00:00Z,text,deu,"Fouqué, Friedrich de la Motte: Undine, eine Erzählung. In: Die Jahreszeiten. Eine Vierteljahrsschrift für romantische Dichtungen, 1811, Frühlings-Heft, S. 1–189. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, in: Zsn 44317-1.1811]",CC NC,"Fouqué, Friedrich de La Motte-",,,,,,,,dta:291,dta
,http://hdl.handle.net/21.11120/0000-000C-5187-0,Novelle,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905191416,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F37-D,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 11, Köln, 11. Juni 1848. Beilage.",CC NC,,,,,,,,,dta:2910,dta
,http://hdl.handle.net/21.11120/0000-000C-5F36-E,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31683-1,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F39-B,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 12 und 13. Köln, 12. Juni 1848.",CC NC,,,,,,,,,dta:2911,dta
,http://hdl.handle.net/21.11120/0000-000C-5F38-C,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31336-9,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F3B-9,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 14. Köln, 14. Juni 1848.",CC NC,,,,,,,,,dta:2912,dta
,http://hdl.handle.net/21.11120/0000-000C-5F3A-A,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31337-4,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F3D-7,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 15. Köln, 15. Juni 1848.",CC NC,,,,,,,,,dta:2913,dta
,http://hdl.handle.net/21.11120/0000-000C-5F3C-8,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31338-9,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F3F-5,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 16. Köln, 16. Juni 1848.",CC NC,,,,,,,,,dta:2914,dta
,http://hdl.handle.net/21.11120/0000-000C-5F3E-6,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31339-1,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F41-1,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 16. Köln, 16. Juni 1848. Beilage.",CC NC,,,,,,,,,dta:2915,dta
,http://hdl.handle.net/21.11120/0000-000C-5F40-2,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31684-6,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F43-F,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 17. Köln, 17. Juni 1848.",CC NC,,,,,,,,,dta:2916,dta
,http://hdl.handle.net/21.11120/0000-000C-5F42-0,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31340-6,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F45-D,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 17. [Köln, 17. Juni 1848]. Beilage.",CC NC,,,,,,,,,dta:2917,dta
,http://hdl.handle.net/21.11120/0000-000C-5F44-E,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31685-1,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F47-B,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 18. Köln, 18. Juni 1848.",CC NC,,,,,,,,,dta:2918,dta
,http://hdl.handle.net/21.11120/0000-000C-5F46-C,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31341-1,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F49-9,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 19. Köln, 19. Juni 1848.",CC NC,,,,,,,,,dta:2919,dta
,http://hdl.handle.net/21.11120/0000-000C-5F48-A,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31342-5,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-518A-D,Wissenschaft,Das eröffnete Lust-Haus Der Ober- und Nieder-Welt – Bey Mehrmaliger Unterredung/ Vor dißmal so wol/ Von der Natur/ Welt/ Himmel/ und dem Gestirn/ insgemein/ Als auch insonderheit von dem Mond/ der Sonnen/ und allen übrigen wandelbaren Sternen; Jmgleichen von den Haar-Sternen/ oder Kometen/ wie auch gestirnten Einflüssen/ Stuffen-Jahren/ Talismannen/ oder vermeinten Krafft-Bildern/ Würck- und Vorverkündigungen/ aus dem Gestirn/ aus den Komet-Sternen/ und Geburts-Zeichen (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1676-01-01T00:00:00Z,text,deu,"Francisci, Erasmus: Das eröffnete Lust-Haus Der Ober- und Nieder-Welt. Nürnberg, 1676. [SUB Göttingen, SUB Göttingen, 4 BIBL UFF 368]",CC NC,"Francisci, Erasmus",,,,,,,,dta:292,dta
,http://hdl.handle.net/21.11120/0000-000C-5189-E,Astronomie,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905198896,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F4B-7,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 20. Köln, 20. Juni 1848.",CC NC,,,,,,,,,dta:2920,dta
,http://hdl.handle.net/21.11120/0000-000C-5F4A-8,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31343-0,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F4D-5,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 21. Köln, 21. Juni 1848.",CC NC,,,,,,,,,dta:2921,dta
,http://hdl.handle.net/21.11120/0000-000C-5F4C-6,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31344-5,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F4F-3,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 21. Köln, 21. Juni 1848. Beilage.",CC NC,,,,,,,,,dta:2922,dta
,http://hdl.handle.net/21.11120/0000-000C-5F4E-4,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31686-5,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:18Z,http://hdl.handle.net/21.11120/0000-000C-5F51-F,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 22. Köln, 22. Juni 1848.",CC NC,,,,,,,,,dta:2923,dta
,http://hdl.handle.net/21.11120/0000-000C-5F50-0,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31345-9,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:19Z,http://hdl.handle.net/21.11120/0000-000C-5F53-D,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 22. Köln, 22. Juni 1848. Zweite Beilage.",CC NC,,,,,,,,,dta:2924,dta
,http://hdl.handle.net/21.11120/0000-000C-5F52-E,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31688-5,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:19Z,http://hdl.handle.net/21.11120/0000-000C-5F55-B,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 22. Köln, 22. Juni 1848. Beilage.",CC NC,,,,,,,,,dta:2925,dta
,http://hdl.handle.net/21.11120/0000-000C-5F54-C,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31687-0,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:19Z,http://hdl.handle.net/21.11120/0000-000C-5F57-9,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 23. Köln, 23. Juni 1848.",CC NC,,,,,,,,,dta:2926,dta
,http://hdl.handle.net/21.11120/0000-000C-5F56-A,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31346-4,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:19Z,http://hdl.handle.net/21.11120/0000-000C-5F59-7,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 24. Köln, 24. Juni 1848.",CC NC,,,,,,,,,dta:2927,dta
,http://hdl.handle.net/21.11120/0000-000C-5F58-8,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31347-9,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:19Z,http://hdl.handle.net/21.11120/0000-000C-5F5B-5,Zeitung,Neue Rheinische Zeitung – Organ der Demokratie (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Neue Rheinische Zeitung. Nr. 24. Köln, 24. Juni 1848. Beilage.",CC NC,,,,,,,,,dta:2928,dta
,http://hdl.handle.net/21.11120/0000-000C-5F5A-6,,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-31689-8,,,,,,,,,,,,,,,,,,
